gene_symbol	cluster	pearson_r	pearson_pvalue	pearson_fdr
SNRPB	4	0.2370067636254925	0.05934245002083932	0.1232101475302695
FUBP3	11	0.2369813488542428	0.1519864768387166	0.3443471223022022
MRPS27	4	0.236901441857514	0.05945887076642814	0.12323828231519189
USO1	2	0.23689015225523283	0.02808892727679918	0.058040645542286606
EIF5B	11	0.23683653186849352	0.15224436706285935	0.3443471223022022
UTP6	10	0.23672343393608078	0.03335870633155224	0.13998951850012797
HTATSF1	2	0.2366784186334473	0.028233860863240767	0.05823848651929803
POLR2D	4	0.23661813962174277	0.05977294549556952	0.1234789190648745
CPEB3	6	0.23628993900219747	0.05238710864754238	0.09996573872357122
EPPK1	7	0.23613428030536193	0.06464452175248393	0.10071960577670253
XPO5	11	0.2360215016485591	0.15370172472058	0.3443471223022022
SSBP1	2	0.23599762974831312	0.028704162497585527	0.05910561460372394
SRSF3	2	0.235920061024021	0.028758166397778995	0.059114008706545706
JMJD6	1	0.23581422696069954	0.005714171422331644	0.014834388255791102
EIF5	11	0.23578654042444872	0.15412373905630566	0.3443471223022022
DHX8	2	0.2357576103110956	0.02887154414214027	0.05924420843031903
TPI1	5	0.23565638727220012	0.02991965106500162	0.11867120860125221
CDK13	1	0.23563685395938194	0.005751744835768562	0.014881128231718837
EIF4A3	11	0.23563604084003567	0.1543944943008567	0.3443471223022022
FUBP3	6	0.23558377138242315	0.05311655535339659	0.10103229228535307
NOP16	11	0.2355487068484498	0.1545517704963743	0.3443471223022022
PRKRA	10	0.23554547667494452	0.034273234765353634	0.1431085744253498
MDN1	10	0.235458899395885	0.03434127162213661	0.1431085744253498
RSRC1	1	0.23531086044722094	0.005821375799009868	0.014981852435114141
C1orf52	6	0.2353044361486053	0.05340737783975708	0.10126038838417942
ZNF622	11	0.23506885585632042	0.15541799413669072	0.3456310615875659
SUPT5H	10	0.23496345629099824	0.03473279706624138	0.14340584318760394
PPIL4	2	0.23485831500644827	0.029506039377200102	0.06044143706333031
PABPC4	10	0.23479080733274935	0.03487010898458838	0.14340584318760394
RBMX2	10	0.23476305382057852	0.03489222438761935	0.14340584318760394
PABPC4	6	0.2345061392454221	0.05424567260088	0.1026854984537425
ZNF138	4	0.2345043456444103	0.0621589378911488	0.12794915394088704
TRUB2	10	0.23436646452494891	0.03520953217926072	0.1437221859603953
CSTF1	2	0.2343142463264429	0.02989559355049046	0.06098324842277045
DYNC1H1	2	0.2343120428762961	0.02989718000925619	0.06098324842277045
DHX33	2	0.23427334049220253	0.029925056869619618	0.06098324842277045
MTPAP	4	0.2341635632022406	0.062550701636615	0.1285347179428212
POLR2B	6	0.2341563371497426	0.054616365787120764	0.10305795136582502
PCBP4	8	0.23415334903155186	0.03423201838766071	0.07673356930717205
RRBP1	10	0.23414487944462298	0.035387870011546425	0.14395881814220926
RPUSD3	2	0.23413674364245757	0.0300236213771356	0.06107898232049579
GTF2F2	6	0.2340667502070727	0.05471163439257135	0.10307358784610025
ZC3H13	1	0.23401527069936423	0.006105594166082975	0.015578436616894117
RPL35	4	0.23391115790299474	0.06284214910853723	0.12891249080826644
NVL	8	0.23385225229629586	0.03447026360152091	0.07712318790844959
PPAN	2	0.23382742982346186	0.03024782678279358	0.0614295487321228
THOC5	1	0.23350812891134393	0.006220170550733649	0.015802954668423737
CELF1	4	0.23338014037798957	0.06345888066844949	0.12973334307304177
PPIG	10	0.2333361877871378	0.036045154511551505	0.14564190809397162
MRPS11	4	0.23310723406238734	0.06377773066761205	0.13016306872197486
SAFB	2	0.23301276447392041	0.030845104947750234	0.06251751210333073
SSB	2	0.2329532271175639	0.03088914238213554	0.06251751210333073
RPL22L1	4	0.23264183422323953	0.06432445709053715	0.13098655530058131
KPNA2	5	0.23239854444824112	0.03233205462802608	0.12695720117271575
RTF1	2	0.23228999768224273	0.03138330110732093	0.06336349358395943
FAM120C	4	0.2322868253903456	0.06474403448866138	0.131246049138697
MYEF2	8	0.23227115085420175	0.03574424872622354	0.07937499035085045
CPSF6	8	0.23226368820890006	0.03575035397378541	0.07937499035085045
WDR77	2	0.23224886744412998	0.03141416447110151	0.06336349358395943
CNOT4	10	0.23222898377493797	0.036961592737982024	0.14884196940951683
HNRNPD	2	0.23193526336684125	0.03165032884807479	0.063731274415171
UTP18	11	0.2318508519567515	0.16131846582162718	0.3541281975310858
GRB2	5	0.23177234218357565	0.032814017646818266	0.1284216371692755
NCL	1	0.23142237767996865	0.006711774610747128	0.016818867773107853
CNOT1	2	0.2313572781664332	0.03208950722538797	0.06450590247004984
ZC3H14	4	0.23118741157186445	0.06605739986312695	0.13367696796626027
HDGF	1	0.2310641447719542	0.006799598911776203	0.016949105044238792
RNPS1	2	0.2309105111477438	0.032432484672185465	0.06498872671713474
ANP32B	2	0.23090144786305689	0.03243947423127249	0.06498872671713474
RPUSD3	5	0.23077167583300745	0.03359672083492867	0.1301872932353486
PNN	8	0.23047884796645257	0.037235819341730265	0.08170346047538049
SRSF5	8	0.23044055571705616	0.03726824512912092	0.08170346047538049
ZNF138	10	0.23041578713874483	0.03850438061258417	0.15350413070883556
KTN1	6	0.23036018485244647	0.058773517537182796	0.11020034538221773
HNRNPH2	4	0.2303358602395333	0.06708931525024478	0.13553625576693634
VCP	2	0.23031472138756726	0.03289465870680002	0.06578931741360004
RBM4B	2	0.23016908289349325	0.0330084737127892	0.06579553625820525
APEH	2	0.23016852640406107	0.03300890923764689	0.06579553625820525
MAPRE1	2	0.23009745099954967	0.03306457464176221	0.06579572500142263
FKBP4	6	0.2300901426486247	0.05907876004752569	0.11059767876195567
MECP2	8	0.23006533477252783	0.03758723081653642	0.08225213032430366
DDX17	11	0.22982507704270413	0.1651150006561458	0.3617961043789077
PRPF38B	1	0.22978822221791143	0.007120756577900236	0.01760203653040204
POLR1E	2	0.22973656489019983	0.03334843514051582	0.06624924027914551
TSR1	10	0.2297319491540301	0.03910000769112961	0.15484638807480466
DDX21	4	0.22965189725697469	0.06792748585604022	0.1367682824462793
HMGN5	2	0.22958407705265685	0.03346899064798509	0.06637736168712621
RBM5	5	0.22957570532316435	0.034552694694220745	0.13231183368708513
PTBP2	4	0.22947031629463094	0.06815141193147614	0.13698384722955512
RBM26	10	0.22938065081158676	0.03940896258897656	0.1555548490310758
LSM14A	11	0.2293489087387266	0.16601666542439716	0.36243931352725534
MARK2	2	0.2291516224354475	0.03381287839957159	0.06687849949280697
HSPG2	2	0.2291243728225952	0.03383464628056704	0.06687849949280697
KRR1	4	0.22896929853829465	0.06877234017390041	0.1377746881744694
RC3H1	10	0.2287216009278703	0.03999405896079489	0.15670011108366247
MRM1	6	0.22872096502234301	0.06064625403373718	0.1133530142428684
RPF2	10	0.22852070028470303	0.04017384700125412	0.15670011108366247
ZC3H11A	10	0.22841829749665846	0.04026574668590901	0.15670011108366247
RPS27L	10	0.22831990816841857	0.04035420920883616	0.15670011108366247
MRPS30	4	0.22831932980867067	0.06958461712968567	0.13916923425937133
RBM10	4	0.22818963832274797	0.06974761070867004	0.13926272938164452
PSMC1	2	0.22817487473134912	0.034600517520184886	0.06827835457316485
RPS21	2	0.2280662321220523	0.03468906923500737	0.06833919796048041
LSM14A	10	0.22733436999480708	0.04124926482674291	0.1591423249444662
NCOA5	4	0.2273013748959573	0.0708721961512522	0.14107605064880116
WDR25	4	0.2272863799456175	0.07089130424923062	0.14107605064880116
CAPRIN1	4	0.227123405416365	0.0710992489478269	0.1412552242777722
GNL3	10	0.22707698019089848	0.04148572073954861	0.1595399421366564
NUMA1	1	0.2270416641386038	0.007858143361234776	0.01930440590187634
ETF1	2	0.22689700893911638	0.03565416049122574	0.07012379737809182
RRS1	4	0.22684599473787115	0.07145432817968163	0.14172563768089172
UTP14A	4	0.22656026927648215	0.07182153073691176	0.14221850218647983
CSDE1	2	0.2265297221860585	0.035961926604948555	0.07061180945316599
HSPA9	11	0.22645234887462473	0.17157803201237187	0.37253372342212615
SPTAN1	1	0.22629016889333955	0.008071342149592422	0.019787269723433795
HEATR1	10	0.22614857638317135	0.04234798907642772	0.16150003470657798
SDAD1	11	0.22610234384992728	0.1722589713267106	0.3729794856792801
TOP2A	5	0.22601456159330294	0.03753527799185389	0.1394844084366053
BUD13	2	0.22600855872570802	0.03640244798552938	0.07124049324771368
SAFB	8	0.22591977508032712	0.041265671799640476	0.08866026889316378
EIF5	2	0.22590912023422505	0.03648701081490585	0.07128815314331441
SF3B3	6	0.22588768986904167	0.06399685691547173	0.11905223774699215
PELP1	4	0.22586760353310256	0.07271797689590033	0.14363110090897951
GRN	5	0.22582459085779677	0.03770024782137683	0.13965689287289906
ELAVL4	4	0.22582401253796458	0.07277468969261316	0.14363110090897951
DDX56	6	0.22571187552066818	0.06420959829233842	0.11926077425771323
WBP4	4	0.2255883997820274	0.07308183835582113	0.14383743030444113
UPF3B	4	0.2255596701207451	0.07311936148197383	0.14383743030444113
CEBPZ	4	0.22491276144082845	0.07396835209568775	0.14485208888831064
SEC63	4	0.2249084917108061	0.0739739816078378	0.14485208888831064
TOP2A	4	0.22489035725334428	0.07399789515830227	0.14485208888831064
RRP12	10	0.22487301725342115	0.04355688445868065	0.16381771639176748
FASTKD2	4	0.22477967342520097	0.07414398539747616	0.14490129609490446
PES1	11	0.22462827675817573	0.17514803365905682	0.3750221230626411
BOP1	11	0.22457056785014706	0.1752618387057726	0.3750221230626411
GPATCH4	1	0.2243559611880795	0.008643799087129993	0.02106040392335566
API5	4	0.22434934710168428	0.07471415416266758	0.14577777962031882
CSNK1E	2	0.2242507985852918	0.03792165585997561	0.07373460205125425
NOVA1	2	0.22419229808174607	0.037973113968496654	0.07373460205125425
LRRC59	5	0.22408590157617944	0.03923844356204989	0.14444652036279615
TAGLN2	2	0.22403134585483933	0.03811499149733568	0.07373460205125425
TUT1	2	0.22402547222994265	0.03812017738961137	0.07373460205125425
HMGB3	10	0.22397617579798096	0.04442386086958031	0.1665546633229406
PRPF8	11	0.2239605953103165	0.1764679687509327	0.3752821890869933
ZC3H8	2	0.22395573032221797	0.03818179838008658	0.07373460205125425
NUDT21	2	0.22395436701155275	0.03818300377182063	0.07373460205125425
HNRNPC	2	0.22389291596614766	0.03823736964482273	0.07373460205125425
LARP4B	11	0.22388296111087047	0.1766219027498349	0.3752821890869933
PSMD4	5	0.22378745754337123	0.03950766319154715	0.14498450853471198
PABPC1	2	0.2237803309996608	0.03833714147273636	0.07376865472243838
RPF2	2	0.22373245122532875	0.03837963792991726	0.07376865472243838
MRPS30	2	0.22364776213753634	0.03845490136593857	0.07379352223220627
NAT10	10	0.2235750276104225	0.044816247678564444	0.1675007256986346
EPPK1	9	0.22353425719389597	0.26236782869697123	0.27654359269211315
MTO1	10	0.22339847286597142	0.04498985268801227	0.16762574397153482
EIF4H	2	0.2233695348160705	0.03870303045516157	0.07414949524095679
ERAL1	4	0.22326901408230954	0.0761609639765793	0.14835908104706017
DNM1	11	0.22314289896620051	0.1780941191606869	0.37582620926578914
SMC1A	11	0.22312035608922362	0.17813910086843193	0.37582620926578914
EMG1	10	0.22310184730731458	0.0452827744979434	0.16782199565969258
ANKHD1	10	0.22291193041375057	0.04547114669590273	0.16785028224783846
SNRPF	2	0.2228621651340691	0.03915895297973807	0.0749017775896767
DDX50	6	0.2228465672381937	0.06775781522683368	0.12526210771263324
ABCF1	5	0.222608957079623	0.04058584808571778	0.14684082615666286
EIF3A	11	0.22258535854846737	0.17920900397598333	0.37668845836148085
YTHDC2	8	0.2224659713198817	0.044554339600660846	0.09439211416281598
SERBP1	2	0.22222913688845206	0.0397340638012551	0.07575705562107252
EIF4G3	10	0.222009855269364	0.04637475102316561	0.17065908376524944
STXBP1	6	0.22200239843310127	0.0688327101800316	0.1264600954470348
PTBP1	4	0.22194847466472709	0.0779596471078924	0.1513705951949029
APEX1	4	0.22169944155558902	0.07830260184335681	0.1517904805960218
SPATS2	8	0.22165082363960037	0.04536136357439202	0.09559428203969586
RTF1	4	0.22158431508525642	0.07846155209430339	0.1518528908060993
SRP68	11	0.22134106541521698	0.18171505328321866	0.3786789222265675
LSM14A	1	0.22123704900650062	0.009642640465507894	0.023068610691124515
TNS1	6	0.2212278973020157	0.06983089697818871	0.12809537603584153
TIA1	8	0.22119256824451627	0.04582033493694813	0.09639181180936188
EIF4A2	4	0.2211906207300305	0.0790070458831492	0.15266200156131088
TBRG4	10	0.22113621275221487	0.04726395762646995	0.17283357784761422
RRAGC	2	0.22103499336361818	0.04083811816448444	0.07773686801728227
TARDBP	1	0.22102858798416497	0.00971289009319445	0.02314353972105852
CCDC59	10	0.22097585226425956	0.04742869287158267	0.17283357784761422
EIF4A1	2	0.22092915960832638	0.040937187155291585	0.07780036852626844
SFPQ	11	0.2209003901731921	0.1826085300035041	0.37951682455155306
DHX34	10	0.22086418604844768	0.04754368487614137	0.17283357784761422
KTN1	10	0.22065933156236117	0.047755238337268406	0.1730765607617364
CHD3	4	0.22041838251192702	0.08008577930637457	0.15424881609169894
MAGOHB	10	0.2203280546886088	0.04809899017248005	0.17348508932176726
PNO1	4	0.22031198357106702	0.08023531785312941	0.15428878136123442
PABPC4	5	0.22016118804000143	0.042903620721733295	0.15408678417744456
DCN	9	0.22015562565309577	0.269836705667447	0.28416431835775396
C1orf131	6	0.2201549226471735	0.07123290598951652	0.13046521421572962
JMJD6	4	0.21977848308105652	0.08098846654089023	0.15548747262177323
NOP16	6	0.21967217484760096	0.07187100081516995	0.1314307653795932
SMN1	10	0.21956786972657694	0.04889551421945498	0.17561271773714163
DHX33	6	0.21952218361978246	0.07207018767772302	0.1315919451434542
TSFM	11	0.21934265849335935	0.18579184630214335	0.382018877909381
SNRNP35	11	0.21933470731089552	0.1858081951324212	0.382018877909381
ANKRD17	6	0.21931485596743105	0.0723462437656883	0.13189276748052403
FMR1	4	0.21918338112221206	0.08183517304283756	0.15661108195737924
RPL31	6	0.2191383070767507	0.07258198429322832	0.13204713357428252
CPSF3	6	0.21908462840026593	0.07265378151091324	0.13204713357428252
EIF4A3	4	0.21907315199194605	0.08199277234672725	0.15666242627014232
CDK13	11	0.21906062875541843	0.18637236472885502	0.382018877909381
MEX3C	2	0.2190142716491256	0.042764499219865755	0.08114289595564271
SNTB2	1	0.21890817970641366	0.010453477983479339	0.024710109984805037
FIP1L1	6	0.2187616593408156	0.0730869642975841	0.1324282151263565
MRPL13	2	0.21875663155766034	0.04301544700912616	0.08146313577586912
EIF4G2	6	0.21864689446041027	0.07324138911957495	0.13250541390335316
DAZAP1	11	0.2186148252724888	0.1872926041517022	0.38293788018667074
TRMT1	10	0.2184833668616955	0.050050629083523264	0.1776277518809906
SYNE1	6	0.2184647084286549	0.07348706966889187	0.13272332406825263
USO1	6	0.21839159959443413	0.07358584296442361	0.13272332406825263
WTAP	4	0.2182651009754343	0.08315542189946017	0.15863088445151796
NSUN2	8	0.21823232344811824	0.04887853517722521	0.10035610052682431
TARDBP	10	0.2181743652248751	0.05038382669970586	0.17828123293742074
MRM1	2	0.21814297823928558	0.04361808611012483	0.08236652943283541
WDR46	4	0.21804225598307722	0.08347833980548808	0.15899372191887873
PARP12	6	0.21791253636802532	0.0742357062675903	0.13369196341503725
SUB1	10	0.2178988280349771	0.050682475164525946	0.1788089684270591
DDX54	4	0.21779491271239634	0.08383791666104444	0.15942511771417656
WDR46	6	0.21774344208888968	0.07446617878092608	0.13390352330105829
RBFOX1	8	0.21766816719310084	0.04948001625121927	0.10124372556018711
NPM1	2	0.2174069084591986	0.04435016476601013	0.08361559726585349
MFAP1	1	0.21735677501230477	0.011026364265214186	0.025853011533033002
RPL22	1	0.21733266613176505	0.011035480375914323	0.025853011533033002
SORBS2	11	0.21723976963716288	0.19015125508105757	0.3874534975326848
NOP16	4	0.21712394644281008	0.0848195001787011	0.16103607165464964
RBM34	1	0.2170637717414745	0.011137604988886884	0.026016920101741663
ABCF1	6	0.21703666580796038	0.07543569226824043	0.134494336811725
TBCA	6	0.21694523136690932	0.07556184859976944	0.134494336811725
SMC1A	5	0.21692222581686568	0.046138409661036	0.16173969020634413
PDCD11	5	0.21688831938037703	0.04617331015875102	0.16173969020634413
RPS8	4	0.21649176114209365	0.08575262528198373	0.16255007134148183
SRFBP1	10	0.21629886900831574	0.052445508230753356	0.18340592936836553
PTCD3	2	0.2161759313431988	0.045597205684334584	0.08583003422933569
SNRNP27	4	0.2161683659161897	0.0862330855153277	0.1632025852249014
RPSA	2	0.21600950543687603	0.0457680085292229	0.08591796562461479
G3BP2	2	0.2159890378230466	0.045789050936766836	0.08591796562461479
C1QBP	11	0.21597489977280615	0.19280788488190242	0.3908622428218158
PDCD11	8	0.21585336805901198	0.051456328228071925	0.10421865463452132
TFAM	4	0.21584486884066165	0.08671581678557051	0.16385733203330202
TBRG4	6	0.2158082574427801	0.07714467883335151	0.1370561385570038
MYO5A	8	0.21574738305709468	0.05157372052525056	0.10427997207554887
ZC3H14	10	0.21558460552948827	0.05324864988316055	0.1854130548534159
RBM41	8	0.2152829612986511	0.052090724304566585	0.10479428065977513
NSUN5	11	0.21514488726831005	0.19456530356880133	0.3930878675491715
RCC2	2	0.21495566219915588	0.046861896197486375	0.08751496072211966
PPRC1	2	0.21488149053813738	0.046939693054390164	0.08752219933291017
ZNF593	5	0.21486318605178206	0.04829774288308209	0.16635889215283833
DNM1	5	0.21448582341150202	0.04870238386262594	0.1670732672917666
PCBP2	2	0.2144135492553368	0.047432968966457816	0.08816426256873791
PPP4R2	10	0.21436418711641167	0.05464423154760107	0.1878999768288588
SEC23IP	10	0.2143520328868789	0.05465827927227802	0.1878999768288588
LUC7L	5	0.21433329822851385	0.048866725664035965	0.1670732672917666
THOC6	5	0.21427410679839884	0.04893062581974489	0.1670732672917666
MECP2	11	0.21411764453085666	0.19675586936938244	0.39684094126616565
TRA2B	10	0.2140873452895154	0.054964935699483915	0.1878999768288588
YTHDC1	10	0.21406795869858788	0.05498745141312758	0.1878999768288588
FRG1	4	0.21405304706590964	0.08942828112001061	0.16792332410936162
EIF3D	5	0.2140505017978718	0.04917264047624376	0.16741436555206693
RRP1	8	0.21397899698479378	0.05356509612934077	0.1065073423036892
SAMD4A	6	0.21385579299753113	0.0799242726393866	0.14178183095460048
MRPL40	4	0.21378424323195516	0.08984088444145191	0.16837728466230423
NBPF10	10	0.213731530249381	0.05537938420271385	0.18816404405240275
TFB2M	4	0.2137125797757653	0.08995113704830944	0.16837728466230423
ZFC3H1	1	0.21359072964934955	0.012533176852879387	0.02890663256704132
UCHL5	4	0.2134557248533961	0.0903471755590891	0.16885478365021644
UBTF	1	0.21344846587431526	0.012593469865203872	0.02890663256704132
U2AF1L4	2	0.21327103249791357	0.04865534588947552	0.0901786817961808
DIAPH1	2	0.21325834101548422	0.04866906897614825	0.0901786817961808
LSM7	4	0.2130839831708095	0.09092277755703708	0.1696658684008262
RC3H2	4	0.2129543120469879	0.09112423474565985	0.16975518239916532
RBFOX2	8	0.21290205355324712	0.05480840127133917	0.10826015894685312
PA2G4	4	0.21287088121843775	0.09125403795080339	0.16975518239916532
SSB	6	0.2124228479383103	0.0820144068356125	0.14483915365156602
POLR2F	1	0.21228091884664368	0.013097956348742204	0.02982127009609388
PCF11	1	0.2122390049070894	0.01311639094771995	0.02982127009609388
ZC3H18	4	0.2121871935555856	0.09232320201398367	0.17121237772871895
MOV10	1	0.21208220107753936	0.013185557783071553	0.02991913779403068
CELF1	8	0.2119836565825346	0.05588722978943186	0.10984731372405572
TOP2A	6	0.21194920188039437	0.08271472597208253	0.14574313638292627
UTP3	4	0.2118286955120338	0.09288773718406053	0.1719930589590487
NAF1	10	0.2117427033261616	0.057743230364938086	0.19516385660271912
ZNF598	8	0.21162329548404954	0.05631525364334771	0.11006190998624514
DDX18	10	0.2115682758595631	0.057954413658521865	0.19516385660271912
LSM5	10	0.21152605818908848	0.058005622066647215	0.19516385660271912
TRNAU1AP	8	0.21151239443930683	0.05644751537472894	0.11006190998624514
DKC1	8	0.21150516088869664	0.056456150987096505	0.11006190998624514
TPI1	2	0.21149298396075605	0.05060925343755337	0.09339659369373399
FIP1L1	11	0.21143216102164533	0.20256412749922395	0.40717780772188017
PSIP1	2	0.21139275339257424	0.05072129201441804	0.09339659369373399
MRPL32	10	0.21137286272947556	0.05819175207034624	0.19516385660271912
BICC1	9	0.21136330171810921	0.2899085686638341	0.3047625412632178
ZNF768	4	0.21131624710656124	0.09369939084693174	0.17316826638255867
SORBS2	10	0.21120178828307487	0.058400179690503345	0.19516385660271912
FKBP3	2	0.21118981333050346	0.050948764928427245	0.0936697789988476
PURA	10	0.21118668277105554	0.0584186125951283	0.19516385660271912
DHX38	10	0.21098612048001145	0.05866380367097252	0.195437072953992
HSPA9	4	0.2109014592662687	0.09436041751116937	0.17391350796673985
TAF15	1	0.21088823955551722	0.01372275768740445	0.03096083280896374
NOC2L	5	0.2107469428166576	0.052864541749248935	0.17641481637568057
TCF25	10	0.2107323793941451	0.05897520716630064	0.19592874380804326
RPUSD3	4	0.21073034671497995	0.09463417118949866	0.17415013377115113
RPUSD2	4	0.21063451188712928	0.09478776314944089	0.1741652457868561
AKAP1	1	0.2104328813167155	0.01393261643301965	0.03131546491277951
POLRMT	8	0.2103160338802933	0.05789049990022869	0.11267468029361584
NASP	5	0.21018673737635854	0.05351259713629081	0.17807299273036883
DDX46	1	0.21009963860252792	0.014087966386260468	0.031604890628799426
EIF2S1	11	0.21009703694723805	0.20549586153048477	0.4116824654526686
CCAR1	1	0.20995142785160092	0.014157542966286948	0.03170116494710957
SECISBP2L	2	0.2099506422143459	0.05235600447264811	0.09595899271767085
MARK2	6	0.20990459680072543	0.08579231993661764	0.14994675387152198
GTPBP4	10	0.20975688799073744	0.06018493475806545	0.19939385587436642
MKRN1	4	0.20962378415808852	0.09641951910967277	0.17668389926167774
ATXN2	4	0.20960289020232878	0.09645348089911289	0.17668389926167774
YWHAE	2	0.20945360042026004	0.05292935566935895	0.09685990280142348
SRPK3	4	0.20922514651035032	0.09706909067974487	0.17730063144616007
CELF3	4	0.2092097492778476	0.09709424843956754	0.17730063144616007
NSA2	6	0.20920126331710243	0.0868716516426851	0.15160958350012052
MACF1	1	0.20908362266924924	0.014570975790753917	0.03241236190768725
EWSR1	11	0.20905708687415878	0.2077998001149801	0.4149034534959066
PPP1R9B	1	0.2090562211308983	0.01458419984912757	0.03241236190768725
PRMT1	4	0.20903376698071846	0.09738214982602114	0.17730063144616007
CEBPZ	2	0.20902479121432124	0.05342812921407104	0.09747134821180295
PWP1	11	0.20875965552019848	0.20846202499686448	0.4155296551776964
MSI2	1	0.20852493371741465	0.014842676499441754	0.03292526559297807
SLTM	8	0.20850971076937208	0.06012604805111293	0.1162695953427822
MRTO4	4	0.20849308801384814	0.09827084894334977	0.17864715786666618
LRPPRC	10	0.20827799301171698	0.062057358293670865	0.20475936308159515
RBMS3	2	0.20812821483116997	0.05448344960194834	0.09924369896724129
TRMT2A	11	0.2080746616500662	0.20999271738596775	0.4163896569826181
ADARB2	10	0.20803268301363564	0.0623724677355541	0.20493810827396344
ZC3H13	4	0.20795616236563458	0.09915961954918197	0.17971743452332828
POLR2K	2	0.2079230326416054	0.0547273459929979	0.09953483510861677
MDN1	8	0.2077797428834419	0.06104917164493114	0.11748530298871797
FLNB	6	0.20777351210351694	0.08909559047073522	0.15480685441029507
UTP14A	5	0.20764547075863582	0.05653466809810621	0.18550930089016468
PTPN1	2	0.2075888194640248	0.05512653304529957	0.10010707841355013
RPL26	4	0.2075256795119752	0.09987670544108374	0.18074364519398536
DHX29	2	0.20751786015421364	0.05521159345495976	0.1001080040592226
ZC3H10	1	0.207412769918505	0.015396707228755495	0.03390126832405608
CDC5L	2	0.20721513059977822	0.055575689336566717	0.10049532128366619
NOP56	8	0.20720383112123772	0.061785574358290726	0.11852136619691346
THRAP3	2	0.20719915120819316	0.055594962365541685	0.10049532128366619
MTDH	2	0.20705852632943636	0.05576480846157328	0.10055671056037425
HNRNPAB	2	0.2070304391760772	0.05579878280250497	0.10055671056037425
ZC3H15	11	0.20681334103411933	0.212831616468354	0.4193310526120297
MKRN2	4	0.20675269813021085	0.10117443429815343	0.18281594613753818
C1orf35	5	0.206518109884376	0.057919270469912604	0.18638763723803178
TAF15	11	0.20649986808567816	0.21354125836000382	0.41934296534616894
EIF4E2	4	0.20649845392766436	0.10160412667158776	0.18304021616926636
PPP1R9B	5	0.20645642647065587	0.05799582016479171	0.18638763723803178
EZR	2	0.20632651445963787	0.05665579760381617	0.10179129645359385
NOVA1	6	0.20605477840587214	0.09183194628554553	0.15863098593057062
TPT1	4	0.20599088051102799	0.10246620354941553	0.18431608386216186
UBE2O	8	0.20591024640389283	0.06346595585382876	0.12061179426824248
AKAP1	8	0.2058996350968388	0.06347989172012762	0.12061179426824248
PES1	1	0.20588231168028284	0.016188492900289692	0.03551313294915949
CLK3	5	0.20587223818533584	0.05872490374850464	0.18638763723803178
MKRN1	5	0.20584787240110486	0.058755474521051405	0.18638763723803178
SNRPC	4	0.20584197109715516	0.10272018949721086	0.1844959325602078
SSBP1	6	0.20583885154728213	0.09218033309538023	0.15876990511340927
SURF6	8	0.2056451707778458	0.06381482419131967	0.12103632120886211
RRP1B	11	0.20559898099275017	0.21558978728286285	0.4206248156677622
UTP14A	11	0.20559209150304092	0.2156055053464788	0.4206248156677622
RSL1D1	6	0.20542775721548376	0.0928464789579786	0.15945373560174586
CELF3	11	0.20533597910021179	0.21619037528882756	0.42107667866712817
RBMS3	4	0.20528000947856068	0.103683096723606	0.18580740246339494
RTF1	6	0.20525553691604317	0.09312666799030112	0.1597034754971155
ANP32A	2	0.2051320156830413	0.05813467237698937	0.10429007893084154
MRPL11	5	0.20489137766569754	0.05996583849820881	0.18938272855466481
DDX1	2	0.2048533675741303	0.05848415089563921	0.1047582975195716
PLRG1	6	0.20477344403895684	0.09391452184166803	0.16082183292250957
HNRNPLL	4	0.20475993551613353	0.10458045169027282	0.18699609123126393
DHX30	10	0.20472944505355342	0.06674338705749501	0.21486610117664823
FASTKD1	10	0.20472281395025324	0.06675240399916839	0.21486610117664823
SDAD1	2	0.20469229362719896	0.058686949027425765	0.10483766899920674
HNRNPF	4	0.20463165231932695	0.10480271859284286	0.1871142427335704
LLPH	6	0.20444806431780588	0.0944492144288945	0.16150406796282826
STRBP	10	0.20437796601360358	0.06722268418752277	0.21527437004904437
NMD3	6	0.20429469280420332	0.09470207327607028	0.1617031078272958
METAP2	5	0.2042909220162888	0.060735982313631094	0.19130210472047443
SURF2	1	0.20428212026630474	0.01705396084833217	0.03725246750213827
MTIF2	10	0.2041768137218939	0.0674982347561803	0.21527437004904437
BUD31	4	0.20414667019875998	0.10564631906372363	0.18805986662457785
PPP1CC	6	0.2041413553297943	0.09495540552671668	0.16190238208512125
LUC7L2	11	0.20409166324539535	0.21904751429744762	0.4247626201586537
RBMS1	6	0.20390689709169887	0.09534378444454288	0.16226050037125414
CSNK1E	8	0.20389542821395076	0.06615683827308874	0.12412184233994862
CWC22	6	0.20372329813849221	0.0956487820761497	0.16226050037125414
LARP1	11	0.20369163266807983	0.21997153538605801	0.4255482949777385
TOP1	2	0.20368651549763317	0.05996626708619159	0.10692780155128138
CSTF1	6	0.20357529276550881	0.09589520622794438	0.16226050037125414
EIF4ENIF1	4	0.20345729479715263	0.10685448274134171	0.18964691899870723
HSPA7	1	0.20333434433192082	0.017585270524981263	0.038294664201836484
FASTKD5	4	0.2032793075406093	0.10716814212033936	0.18974424945089544
THUMPD1	6	0.20324574255749844	0.09644568010404349	0.1628036053038341
CORO1A	5	0.20314881615619748	0.06222304816971957	0.1949434860210895
FKBP4	4	0.2030527217050186	0.10756847363727524	0.1898659493405574
RPS28	4	0.2030282178959813	0.10761183606196867	0.1898659493405574
DEK	10	0.20299483232936183	0.06913585144225612	0.21978417962364785
