gene_symbol	clusters	pearson_r	pearson_pvalue	pearson_fdr
UBTF	4	-0.39006408523845054	1.2122864112399454e-4	0.0011023348530112061
PRPF31	2	0.39005321440724405	0.0029611681545795164	0.01759109794799713
PPRC1	1	-0.3900503150434701	3.7789492753780288e-6	0.0013369892801156256
RPL26	5	-0.3900339727260672	0.001577848471198471	0.0038370406004144633
NAT10	5	-0.3898308606294699	0.001587565301012688	0.003852710019158626
ESF1	5	-0.38973714042661384	0.0015920669328950868	0.003855684732546331
KTN1	8	0.3897366046395191	0.008135024202410851	0.04653899510475517
RNPC3	8	0.3897073325338304	0.00814022349834817	0.04653899510475517
DIAPH1	8	-0.38970531997308766	0.008140581073679792	0.04653899510475517
RPS3A	6	-0.3896193988595721	7.836963510234478e-4	0.0038197232718581867
RPUSD4	8	0.389519494800708	0.008173655442767925	0.04653899510475517
CSRP1	4	-0.38949396254341	1.242827113603671e-4	0.0011214124648131585
NOM1	9	0.3892460184957954	3.919185819765704e-4	0.018749384961759128
MRPL54	5	-0.389237575846765	0.0016162562101407322	0.0039062290746111742
ARL6IP4	4	-0.3891845937432226	1.259696500100882e-4	0.0011279572478002555
RBM3	2	0.3891345377323542	0.0030353799052214147	0.01794313244465861
ANP32B	4	-0.38882090514868484	1.2797990943018585e-4	0.0011291622734322883
RPS3A	5	-0.38881655861242603	0.001636897703801892	0.003948009420850055
MBNL1	4	-0.388812003713854	1.2802948198337112e-4	0.0011291622734322883
TCERG1	6	0.3887853791689072	8.061446527165718e-4	0.003913228496385302
HNRNPA1L2	2	0.38864447811486363	0.0030756377781821086	0.0180417874761107
SMU1	4	-0.38854093473999785	1.2954762637956276e-4	0.0011340251174867693
LRRC47	5	-0.38848962091164224	0.0016530895080769641	0.003978908693265004
DDX49	2	0.388443162443074	0.003092312266460577	0.0180417874761107
PPIB	5	-0.3884020464782571	0.0016574510171232944	0.003981264994192077
SRSF11	6	0.3883700771582257	8.175390492047845e-4	0.003952537580631197
RALY	4	-0.3883384947757821	1.3069226821585847e-4	0.0011355705971644592
SF3A3	2	0.38823112034958096	0.003109961760900619	0.0180417874761107
CCAR1	2	0.38820420635218067	0.0031122083396290957	0.0180417874761107
TNPO1	6	-0.3880379890730483	8.267552752597119e-4	0.003977922455638679
CPSF2	6	-0.38794241710400823	8.294250324517678e-4	0.003977922455638679
DDX56	7	0.3878326441759267	2.4508807802555517e-4	0.0023428345149370676
ZRSR2	7	0.38782560467114663	2.451573669638788e-4	0.0023428345149370676
TRA2B	2	0.3877919057999028	0.003146804267047953	0.01815464000219973
EIF4G2	5	-0.3877124125337682	0.0016921594951166826	0.00404134955457822
C19orf47	5	-0.3877031161897672	0.0016926317887371958	0.00404134955457822
ADAR	5	-0.3877004790869786	0.0016927657862421941	0.00404134955457822
EIF1	4	-0.38758481431479275	1.3503662816759034e-4	0.0011595255425069855
CCDC86	4	-0.38751832148045107	1.3542625688274255e-4	0.0011595255425069855
NVL	2	0.38741730717370476	0.003178531535575047	0.018249941831052902
NUMA1	7	0.38704412312849157	2.5296251213205754e-4	0.0023980846150119055
PELP1	5	-0.3870403640186108	0.001726608590833597	0.004113802249820129
TFB1M	7	0.38664338892356565	2.5705302706777937e-4	0.002417522516470782
SRRM3	8	0.38654356228297215	0.008719350642313712	0.0494096536397777
SF3A2	4	-0.38650348215578784	1.4150361833723893e-4	0.001195031701451394
GEMIN8	4	-0.38648595769952476	1.416107472308131e-4	0.001195031701451394
LARP1	5	-0.386468509877272	0.0017564154704189806	0.004170026208139021
RPL7A	6	-0.3864644551963252	8.717190518780524e-4	0.004164108140246155
RPL7	5	-0.3864518203385666	0.0017572922678308872	0.004170026208139021
SF3B1	2	0.38619795531095646	0.003283777481621665	0.0187644427521238
IFIT2	6	-0.38616901280837695	8.804044802181006e-4	0.0041889086181805665
PRMT1	5	-0.3861271858419733	0.0017744254040156237	0.004202210665043037
SON	4	-0.3861262715370218	1.4382620382980379e-4	0.0012050581220882845
THOC1	7	0.3861063962622837	2.6262988907889927e-4	0.002450522980775556
SARNP	5	-0.3858703067151612	0.0017880885760255972	0.004226064767032385
GPATCH8	5	-0.3858029417847304	0.001791687225787089	0.0042260838972974024
DIDO1	4	-0.3857863241351583	1.4594953488670584e-4	0.0012141759178872764
EIF4E2	5	-0.38562650797889714	0.0018011431385325449	0.004239890948105611
SF3B3	5	-0.38542538620529604	0.0018119767178573433	0.004256879434966254
CLK3	9	0.38542281383882104	4.5205734305400487e-4	0.020794637780484224
PRPF18	5	-0.385327804415134	0.0018172540422761497	0.004260772923822766
S100A16	4	-0.3852200873259242	1.4955081047117287e-4	0.001235373948469618
MEPCE	5	-0.38520218646286547	0.001824067863889899	0.004268246273953104
CASC3	5	-0.3850864113301778	0.0018303680471609145	0.004274490459342056
HEATR1	1	-0.38500198162599386	5.158504291005573e-6	0.0013369892801156256
NFX1	5	-0.38497468725517314	0.0018364662584793331	0.004280239180653812
SRSF9	4	-0.38487796339220204	1.5176640176114305e-4	0.001244909015844901
MAZ	2	0.38481918724818964	0.003406488932017335	0.019373396769766835
SNRPG	7	-0.38473003885951795	2.7743621444979927e-4	0.0025520168729380797
LRPPRC	5	-0.38466383504233403	0.001853529323126553	0.004311470382055243
SNIP1	7	0.3846272224577619	2.7857252924216023e-4	0.0025520168729380797
MAK16	5	-0.3845660973086118	0.0018589235362943502	0.004315489156249409
ZCCHC17	7	-0.3845014749288367	2.79968095765359e-4	0.0025520168729380797
LGALS3	4	-0.3843258980585948	1.5540572069489589e-4	0.001260255985197099
PDAP1	4	-0.38426888603567494	1.5578611922726287e-4	0.001260255985197099
MRPL14	5	-0.38421524551083613	0.0018784033143356227	0.004352127364120133
ARF1	6	-0.38414187465582733	9.421454829648479e-4	0.00446495033231167
TIA1	5	-0.38403124579423703	0.001888692136279387	0.0043673686530468344
RPUSD2	4	-0.3839942721244068	1.5763051125120358e-4	0.0012661014464584756
SLC25A5	7	-0.38396815307658183	2.8595876045529986e-4	0.0025867261919048116
CCDC12	2	0.38375224386984336	0.003504214132609404	0.01982642899825055
GRSF1	4	-0.38369555871214855	1.5965968950181847e-4	0.0012661014464584756
FLNB	4	-0.3836490630131245	1.599777023763388e-4	0.0012661014464584756
HNRNPAB	2	0.3835910591998482	0.0035191911471894725	0.01982642899825055
SEC61A1	1	-0.3835903968264528	5.6223266615459445e-6	0.0013369892801156256
SAMD4B	5	-0.3835421536692755	0.001916286791359759	0.004422489320451836
ZNF598	4	-0.3834789492199752	1.6114621660061397e-4	0.0012661014464584756
EEF2	4	-0.38336901429525294	1.6190555581310428e-4	0.0012661014464584756
TUFM	5	-0.3833275443610216	0.0019285086133579202	0.00444198559280288
TSEN2	6	0.383277766665127	9.696360733785622e-4	0.004577140362129512
TSEN2	9	0.38318798949789545	4.91007443982847e-4	0.020982322923652593
DDX42	7	0.3831821132556265	2.9500329758718635e-4	0.002648325057884968
ARCN1	6	-0.3829762733590427	9.793973556162774e-4	0.0046050879583683
HSPA5	4	-0.38294774902045087	1.6484605288465294e-4	0.001280559073070847
SRRT	9	0.38267906900964116	5.002955503021159e-4	0.020982322923652593
PCF11	2	0.38266073123377314	0.003606746826390149	0.020067933294753752
RNPS1	2	0.3826558954972282	0.003607206914885184	0.020067933294753752
SRP68	4	-0.38252530609032254	1.678443052326219e-4	0.0012897539785334416
SUPT5H	7	0.38252352361825787	3.027830540013824e-4	0.002697728714222843
XRCC6	6	-0.38249457394452113	9.95177844295254e-4	0.004661008731679725
PPP2R1A	4	-0.3824716407409686	1.6822877980870977e-4	0.0012897539785334416
YTHDC2	2	0.3824484616332708	0.003626991779437135	0.020067933294753752
ZMAT2	2	0.3824279718587276	0.0036289512708013033	0.020067933294753752
UCHL5	5	-0.38237275042126834	0.0019837334530763582	0.004557765087387634
GEMIN8	5	-0.38232521438220474	0.0019865195325657233	0.004557765087387634
PRPF39	9	0.3822222785749049	5.087686996537836e-4	0.020982322923652593
PEF1	4	-0.38204306989955983	1.7132853904489512e-4	0.001298801302441745
MACF1	4	-0.38200268227185086	1.7162336051020503e-4	0.001298801302441745
PWP2	2	0.3819665290061317	0.0036733287397776077	0.020220158200610683
SSBP3	5	-0.38188288068755627	0.0020126130097445683	0.004606579244061973
STAU1	5	-0.3818321856851215	0.0020156230337229535	0.004606579244061973
IGF2BP2	4	-0.38171003041162954	1.7377371474197487e-4	0.001306644662771388
ZNF638	6	0.3816920114308644	0.0010219817606095228	0.004767922688602404
RBM23	4	-0.3809877256467005	1.7918814552707633e-4	0.0013387751254984748
SRSF6	5	-0.38080429009520544	0.00207752962762737	0.004738861185498866
ATXN2	2	0.38059809178453335	0.0038077649757399805	0.02086446562049304
RPL15	7	-0.3804728141726375	3.2823158937116993e-4	0.002902645025409227
UBA1	6	-0.38039100813409055	0.0010668232712876236	0.004957833729743647
MARK2	2	0.38012138843593307	0.0038556066312366755	0.021030581624927318
GANAB	4	-0.3799640707483115	1.8712895074988654e-4	0.0013775240263400794
TARDBP	4	-0.37994688530523746	1.872649966621424e-4	0.0013775240263400794
WDR6	4	-0.37986712987187893	1.8789756540018134e-4	0.0013775240263400794
CSTF3	5	-0.3796392652122191	0.0021497463914119117	0.004894103486831373
LSM3	6	-0.3795782548515239	0.0010957319866498443	0.005072519891865495
PURA	4	-0.3794786271788817	1.9100724923179664e-4	0.0013916242444030897
EDF1	5	-0.3794669841039954	0.0021606139640345987	0.0049093487175071865
ZNF638	9	0.3793020750740474	5.661084664558551e-4	0.022568857529373425
MRTO4	2	0.37929702231347595	0.003939592740863341	0.02131652894290217
CLK4	2	0.37925848742523294	0.003943557854436902	0.02131652894290217
PRKRA	5	-0.3790706259211304	0.0021858030837447586	0.004950968841852821
MRPL28	5	-0.37901131812281014	0.0021895946652564953	0.004950968841852821
PHF5A	7	-0.3789812686347515	3.479596060778687e-4	0.0030543120977946257
GOLGB1	5	-0.3789807631714953	0.002191550353955242	0.004950968841852821
ASS1	5	-0.3788006643403928	0.0022031094413403917	0.004967547533443757
SRRM1	2	0.37879285868434	0.003991748627299074	0.021480261671564523
CCDC59	5	-0.3786389702380407	0.002213533658041861	0.004981508825076999
BZW1	7	-0.37832811490573937	3.56936594768589e-4	0.003110072535299838
WDR46	2	0.3781566748793923	0.004058430770089859	0.02174159341119567
MRPS12	7	-0.3779624659216627	3.6205444379357296e-4	0.0031316388021560876
RRS1	6	-0.3779201398095017	0.001156916871802471	0.005335166651119856
RPS15	4	-0.3778448562032988	2.0461193988414328e-4	0.0014815420091611115
GNL3	2	0.37781993226351507	0.004094122826902839	0.02183532174348181
EZR	4	-0.37743546848544135	2.081584197567901e-4	0.0014908106251792278
GNL3L	2	0.3774058309225047	0.004138393589259798	0.021973771270406006
RPLP0	7	-0.37732071809058115	3.71199885185099e-4	0.0031874772749590024
HSPE1	5	-0.3773170874686689	0.002300420326188191	0.005167165503670803
ASS1	4	-0.3772264071251539	2.0999130726277303e-4	0.0014908106251792278
GOT2	4	-0.37719089833071723	2.1030409713709733e-4	0.0014908106251792278
PEBP1	7	-0.3770834704216412	3.7463419340390654e-4	0.003193823879018915
ECH1	5	-0.3770126909601781	0.0023208545032261775	0.005203134762470878
PELP1	4	-0.37694835684639333	2.1245212699611544e-4	0.0014908106251792278
HSP90B1	5	-0.3769338417023456	0.0023261740235364556	0.0052051460564684566
RPS13	7	-0.37683629375514277	3.7824322243216996e-4	0.00320155870415801
TAF15	5	-0.376689970065944	0.002342695658199467	0.005232168481405641
HNRNPUL2	4	-0.3766448627110321	2.151685019582677e-4	0.0014908106251792278
WDR83	4	-0.37648627815461605	2.166006062825057e-4	0.0014908106251792278
SNRNP25	5	-0.3764740363326766	0.0023574119407499612	0.005255064117921788
RPS27A	7	-0.3762911304596323	3.8631619940431223e-4	0.003246699973717092
ZNHIT6	5	-0.3761258176739972	0.0023813175865036946	0.0052983190913324174
MRPL45	7	-0.3760480818208422	3.8996604391695655e-4	0.0032542940988844614
DDX24	4	-0.3760339835688592	2.2073354383278225e-4	0.0014908106251792278
RDX	4	-0.3760004776089986	2.2104258882904985e-4	0.0014908106251792278
NOM1	6	0.3759810664229964	0.0012323748952818689	0.005641752897658036
ILF2	6	-0.37597019845178387	0.001232810057703424	0.005641752897658036
ZMAT5	4	-0.3758807405109731	2.2215026023785715e-4	0.0014908106251792278
ACTN1	4	-0.37586919404918345	2.2225734533052382e-4	0.0014908106251792278
PPP1R10	4	-0.3757828307330473	2.2305981468994594e-4	0.0014908106251792278
RPL3	4	-0.3757662698284303	2.2321400024618305e-4	0.0014908106251792278
MRPL27	4	-0.3757461827283215	2.234011474313833e-4	0.0014908106251792278
THOC3	2	0.3756808770138879	0.0043273786994638625	0.022876010746064473
SEC61A1	4	-0.3756677377472651	2.2413339020187678e-4	0.0014908106251792278
RPS21	5	-0.37562262908808375	0.002416244384256961	0.0053658861137178175
CTNNBL1	6	-0.3756049497841773	0.0012475158571901798	0.005687344155022911
POLR2A	4	-0.37557988493336	2.2495607899123898e-4	0.0014908106251792278
DDX54	2	0.3755097918022752	0.004346530817552601	0.022876477987118952
RBM8A	5	-0.3754934234346597	0.002425286112385625	0.00537582251276437
HNRNPC	5	-0.3753635432199297	0.002434405462528918	0.005383713710116944
RPL17	5	-0.3753125476506667	0.0024379943988889815	0.005383713710116944
NOMO2	1	-0.37529366976109885	9.251662376721196e-6	0.0015499467962578446
RBM15B	4	-0.37528266801467564	2.2776004196675757e-4	0.001500913085544981
UTP6	7	0.37491644264324137	4.073799386503373e-4	0.0033758407503541935
NUDT16L1	4	-0.3747781267887713	2.3259386018128909e-4	0.0015242044580595089
MRPS18C	5	-0.3746183619590554	0.0024873211080770393	0.005482353828102388
MRPS24	7	-0.3745159318816846	4.1371196744025896e-4	0.003404504732060464
EXOSC2	2	0.3744509706164405	0.004466730079601406	0.02340644583197243
HSPG2	4	-0.3742778293609013	2.3748031687986256e-4	0.001540728354202508
PPIL2	4	-0.374251265506064	2.3774239736628637e-4	0.001540728354202508
MRPL28	9	-0.37420819724325793	6.804242920507222e-4	0.025988113751619173
RPS11	5	-0.3740614263782713	0.00252753679814501	0.005560580955919023
STXBP1	4	-0.3738485614900961	2.417483166645981e-4	0.0015580811837778768
IFI16	1	-0.37382201381413716	1.0091911302022773e-5	0.0015499467962578446
EIF1	9	-0.3736024229023878	6.95334147200513e-4	0.025988113751619173
CPSF3	5	-0.3735846226757058	0.0025624258949252326	0.005626819549117534
PSPC1	7	0.3734166311631825	4.315583757815017e-4	0.0035268736227660655
RPS17	5	-0.37340220555321846	0.002575887029116691	0.0056458454995723375
ZNFX1	6	-0.3733092936807196	0.0013436276508823855	0.006094217041366065
CLK2	1	-0.373264617629668	1.0428573902491806e-5	0.0015499467962578446
PPP1R8	6	-0.3732331109546585	0.0013469287038882464	0.006094217041366065
ADD1	4	-0.37297131378995935	2.506912070505955e-4	0.0015984298289124306
CPSF7	4	-0.3729671770977856	2.50734090809793e-4	0.0015984298289124306
CCT4	6	-0.3729345228619052	0.0013599373932880621	0.006129943362978897
MRPL44	7	-0.3728634465354432	4.408033229318082e-4	0.0035777529977684434
CPSF6	2	0.37273590720047856	0.004667642431137656	0.02435291703202255
NOP16	2	0.3723020806265838	0.004719706327854891	0.02451795494989554
RPSA	5	-0.3722057688715347	0.002665749457126503	0.005831946303044413
MPHOSPH10	5	-0.37212342361733153	0.002672035801269982	0.005834853688487512
AHNAK	6	-0.3720062460023406	0.0014011069916627329	0.006291862483159613
KHDRBS1	9	-0.37187172397450863	7.395863281553851e-4	0.02680440146890426
METAP2	2	0.3717770670119363	0.00478339627177066	0.024741704853986173
LYAR	7	0.3716848837340387	4.6110783148477864e-4	0.0037170937436017872
ASCC3	6	-0.3716136214103295	0.0014188557689221214	0.0063477912945433725
RBM17	2	0.37151548689973674	0.0048154099844602465	0.02480039476975234
RPL4	6	-0.3714402458041688	0.0014267576118143796	0.006359414039276734
ZNFX1	4	-0.37134956485684756	2.6803156616454386e-4	0.0016994650114108645
RPL37A	5	-0.37120345489883666	0.0027431708464897065	0.005979096456145156
CCDC47	6	-0.3711579316277004	0.0014397094126914738	0.006393376243766952
CAPRIN1	5	-0.3709458745463602	0.0027633877360237285	0.006012028401663453
HSPD1	6	-0.3708326138877889	0.0014547654543174986	0.006436397711168563
TRA2A	7	0.37076078707372023	4.776236318278522e-4	0.0038171719780575354
FASTK	7	0.37063215337541594	4.799650841608209e-4	0.0038171719780575354
RC3H1	4	-0.3704296806917051	2.783520212471179e-4	0.0017554135533487595
MACF1	5	-0.3701202784697957	0.002829084116022084	0.00614360148442434
EIF1B	4	-0.36995567175039984	2.838118381631757e-4	0.0017802742575690114
RPL36A	6	-0.36993964735855034	0.0014968249769774216	0.0065981365713085605
DDX17	7	0.3697119637010312	4.97023736379336e-4	0.003926487517396754
MRPS14	7	-0.3693978476296126	5.029727528063721e-4	0.003947170278646032
EIF2AK2	5	-0.3693715620051224	0.002889861318642943	0.0062640272044986066
MRPL37	5	-0.3692613979501143	0.002898901290411564	0.006272071358114725
HMGN2	2	0.36919051446769097	0.005108333758234813	0.026196583375563146
GEMIN7	1	-0.36912997991905133	1.3277692795001983e-5	0.0016985019207408254
MTHFSD	4	-0.3689942319183582	2.951902536792357e-4	0.0018417987636475716
SON	7	0.36890411755426994	5.124552925281101e-4	0.0039874899972948356
CDC42EP4	5	-0.3688916963140047	0.002929422922511709	0.006324300079325261
S100A16	5	-0.3688391100148758	0.0029337874624567484	0.006324300079325261
SRRM3	9	0.3688159349145515	8.240252099287518e-4	0.028986298561023156
RPF1	6	-0.3688021899948016	0.0015519855501566837	0.006816229577428073
ATXN2	7	0.3687812437509748	5.148404806633838e-4	0.0039874899972948356
ZCCHC7	5	-0.36876015291277964	0.0029403515832537117	0.006326862547513013
RPS3	5	-0.3686811576492568	0.0029469319500162235	0.0063294505568779105
LARP7	5	-0.3686014022410505	0.0029535889260731006	0.006332193380670381
RRP9	5	-0.36839169203859684	0.002971156771479911	0.0063507217300173
HNRNPM	4	-0.368378707363691	3.0269382877202674e-4	0.0018786236039660708
TRIM28	5	-0.36836948344901366	0.0029730226620556777	0.0063507217300173
RBM10	5	-0.3680291392983361	0.0030017479064141095	0.006400466097553273
MAP4	4	-0.3680252068233716	3.070821782033319e-4	0.0018958283949079386
PRPF6	2	0.3679007166839052	0.0052774920388726325	0.026948895517647488
XPO1	5	-0.3678700356291061	0.0030152608218151243	0.0064112770276859915
POLR2A	1	-0.3678668126436437	1.4285129695044788e-5	0.0016985019207408254
RPS5	5	-0.3678412384736062	0.003017712381765539	0.0064112770276859915
CCDC12	7	0.36770494286074795	5.361716301154945e-4	0.004109757409056821
MANF	5	-0.3676441296283862	0.003034540301741269	0.006435412495764818
SRSF8	7	-0.3676360972088655	5.375632054040567e-4	0.004109757409056821
ARL6IP4	2	0.36744888258170877	0.005337902710920402	0.027141878191120686
EIF4ENIF1	5	-0.36744362789983304	0.0030517434505809497	0.00646025547002478
TCEA1	6	-0.3673810508665629	0.0016234722435702217	0.0071041723359149475
PRDX1	7	-0.36731872149023687	5.440211277539989e-4	0.00411409957537941
IMP3	7	-0.36726726603239357	5.450747960629261e-4	0.00411409957537941
CDK12	9	0.3671900545596746	8.724407596032956e-4	0.029071238762197887
NOVA2	2	0.3671575066407266	0.00537718103722882	0.02722623309989276
SAMSN1	6	-0.3670629703258003	0.0016398727823151704	0.0071372813340003895
NME1	5	-0.36705146716733883	0.0030856419110185697	0.00651320916448528
PHF5A	5	-0.36702633645260957	0.0030878255852020272	0.00651320916448528
TUBB	6	-0.3670037273350181	0.0016429438266756526	0.0071372813340003895
FBRSL1	2	0.3669659350225595	0.005403143415600795	0.027242739910592242
CPSF6	7	0.366895162857518	5.527501827802317e-4	0.004145626370851738
SF1	5	-0.3667063040483209	0.0031157544417913345	0.006560363109102684
RPS26	6	-0.36653942732254796	0.0016671920503796183	0.007216473893159431
DNAJC17	9	0.3664303666317731	8.959370560258911e-4	0.029071238762197887
LSM14A	4	-0.36638421479847516	3.282307667468471e-4	0.0020157837141049823
RBM41	9	0.366321175584941	8.993610653857206e-4	0.029071238762197887
DHX30	2	0.3662839234665592	0.005496466589995703	0.02754440976322005
FARSA	2	0.36619395808096517	0.00550888195264401	0.02754440976322005
BUD13	5	-0.36596881332655845	0.003180971045533119	0.006685438061300293
RPL15	5	-0.3659067171720855	0.00318651720678799	0.006685438061300293
PURG	4	-0.3658994753509229	3.347295971402075e-4	0.002041801127327204
ZFC3H1	6	0.365827384050093	0.0017050046412756799	0.007353599154278922
DUSP14	4	-0.3658095225628923	3.3594852308111713e-4	0.002041801127327204
ZC3H11A	2	0.36576069388511456	0.005569018139568766	0.02772955090241709
WDR6	5	-0.3656808025740101	0.0032067674937510788	0.006706367375555287
LSM10	5	-0.36566833291649947	0.003207888557721008	0.006706367375555287
SNRNP200	4	-0.3653869571017309	3.4172942239548456e-4	0.002066229961185069
EIF1B	1	-0.3653249611966665	1.6534654809000277e-5	0.0017872458698092119
HNRNPA0	6	-0.3652247447927433	0.0017376081818647315	0.007467355591597896
YLPM1	4	-0.3651345636757259	3.452257850781072e-4	0.0020766658763929214
LSM14B	5	-0.36504977137196126	0.0032639382436115295	0.006811445589948175
HADHB	6	-0.3648434145528773	0.0017585271480836996	0.007530264466258414
LSM14B	4	-0.3648316174619699	3.494658768384293e-4	0.0020773008529514185
ZC3H18	4	-0.36478000215643547	3.5019305066287266e-4	0.0020773008529514185
SF3B5	4	-0.36474803347115614	3.506441337462753e-4	0.0020773008529514185
CNOT4	4	-0.3645033039645404	3.5411504508462094e-4	0.002082580798936716
DHX33	4	-0.3644352211514899	3.5508624022791407e-4	0.002082580798936716
BUD13	2	0.36436445915855636	0.005766746814847832	0.028500010594597232
PNPT1	2	0.36423768149289804	0.00578500146448849	0.028500010594597232
RBM17	4	-0.36422949169186175	3.5803585245989926e-4	0.002088822918812524
AKAP1	2	0.3641154667934653	0.005802647002438956	0.028500010594597232
LSM10	4	-0.36411327391144616	3.5971204569491035e-4	0.002088822918812524
KPNB1	5	-0.3640907457225315	0.003352559033556931	0.006984003508843375
NOL11	2	0.3640042047690933	0.005818752163063602	0.028500010594597232
ZNF326	5	-0.36386108628060526	0.003374095662759039	0.007016449814606695
ALDOA	6	-0.3636190436850263	0.0018272329371353349	0.007796627372331909
UTP6	2	0.36358849962141376	0.0058792724170395405	0.028679377644095318
QKI	4	-0.36338653206515403	3.703584026950197e-4	0.00214005126286334
TBL3	5	-0.36334386081207753	0.003423049570154581	0.007105695492190373
ZNF638	7	0.3632892270625471	6.324168130209338e-4	0.0047132951159107326
ZC3H15	5	-0.36319884007833597	0.00343688804057738	0.007114247159678512
ADD1	5	-0.3631740562833413	0.003439257972690802	0.007114247159678512
MARK2	1	-0.36315322952616585	1.8716925569535113e-5	0.0018298849314141957
RPL32	6	-0.3630931663183694	0.0018574760316310693	0.007897566531651249
HNRNPU	2	0.3628609086351715	0.00598652617923866	0.029084337712900372
RPL6	6	-0.36276663716689295	0.001876480216117717	0.007950175897968701
EIF4ENIF1	4	-0.36273645753169714	3.801262179554308e-4	0.002185725753243727
TSEN54	7	0.36259688035506427	6.48863187319953e-4	0.004805642981088402
SRPK1	2	0.36255447742084107	0.006032207229429394	0.029136009951063878
EBNA1BP2	2	0.3623642100590275	0.0060607245254651965	0.029136009951063878
TFIP11	2	0.3623024792051084	0.0060700020731383085	0.029136009951063878
NIP7	2	0.3621174441981343	0.006097885551571103	0.029153237696754278
URB1	4	-0.3620850368482283	3.9015120909240635e-4	0.002232426186660452
PABPC1	6	-0.36158523439427337	0.0019467063526228962	0.008218665199981875
EIF5A	5	-0.3615413466377289	0.003598615664481771	0.00742427932879371
CLTC	5	-0.36150984981171586	0.003601753183297543	0.00742427932879371
TACO1	4	-0.3613752441451312	4.013506036472534e-4	0.002275127760126931
CLP1	6	-0.36136852818253373	0.0019598411726533386	0.008245086196531063
GSPT2	4	-0.3613663286869666	4.014931341400466e-4	0.002275127760126931
ELAC2	2	0.3613521613446458	0.006214402416800055	0.029592392460952643
FLNB	6	0.3612476788134636	0.0019672005012642815	0.008247109793761797
MRPL4	6	-0.36106861228543047	0.0019781506797492366	0.008257490298283071
THOC5	6	0.3609822637265849	0.001983450547043807	0.008257490298283071
NAF1	4	-0.3607232234748823	4.118978657155106e-4	0.0023228663292514133
BCCIP	6	-0.3607030666223167	0.00200067433767967	0.00830037553936998
DDX21	5	-0.36063738518346844	0.003689632554695121	0.007592128526007267
RPS16	1	-0.36062364009570674	2.1600125627943717e-5	0.0018298849314141957
PIN4	5	-0.3604100525339425	0.003712840619028197	0.007626550451302248
RRP12	4	-0.36039695293209156	4.172707029751133e-4	0.0023419068640660665
CDK13	2	0.360197139378701	0.006393946551660644	0.030327019217362743
RBFOX2	5	-0.3601459663233603	0.0037399631844728994	0.007668879212760631
PWP2	7	0.35988588562440826	7.170886927246512e-4	0.005277950937134855
YTHDF2	6	-0.35983056724564444	0.002055367794794442	0.008497882710201849
TXNL4A	7	-0.35954963939016477	7.259919639663286e-4	0.005310496773457404
MRPS12	1	-0.3595376449783592	2.2961928590203848e-5	0.0018298849314141957
RBM7	1	-0.35944237052342426	2.308517575375352e-5	0.0018298849314141957
TNRC6B	4	-0.3594354322504306	4.3348092347990976e-4	0.0024204227116804357
WDR43	5	-0.35943137441873085	0.0038142366630032295	0.007807576612790958
DDX6	4	-0.35932453737944425	4.3538720559639546e-4	0.0024204227116804357
SNRPA	5	-0.3590764708680215	0.0038516081101323194	0.007870386711155797
ZYX	4	-0.3590177257726032	4.4070145572546495e-4	0.0024319884709609425
SRRM1	4	-0.35896536728012307	4.4161427477807394e-4	0.0024319884709609425
TRPT1	6	-0.3589462477161248	0.0021121673143571925	0.008702709999705406
MRPL3	5	-0.35885418633537275	0.003875179587310872	0.007904829071516286
EIF1B	6	-0.35877052464383674	0.002123620170782925	0.00871993350948194
CASC3	4	-0.3587431984061193	4.4550690448482815e-4	0.0024380963208703935
HSPA1L	5	-0.3587307146649126	0.0038883278786418403	0.007917927185400426
NOL6	4	-0.3586490651398235	4.471656929932171e-4	0.0024380963208703935
PAK1IP1	6	-0.35858397818014615	0.002135839359327946	0.00874017539875156
NOP14	7	0.3585759669601473	7.523448733578129e-4	0.005434306066375268
POLR2F	4	-0.35854766283295497	4.4895891330605715e-4	0.0024380963208703935
PRMT7	7	0.35849631872306165	7.545387112505088e-4	0.005434306066375268
EIF1AX	5	-0.3584754947294677	0.00391563112602561	0.007959754465167777
GTPBP1	7	0.3584189433376358	7.566755282294677e-4	0.005434306066375268
ADK	6	-0.3582951412343436	0.0021548831949889844	0.008746482820106625
TFRC	2	0.35827017650377074	0.006703591918362378	0.03164413884943603
RPL7A	5	-0.35821327769491357	0.0039438596036078955	0.008003315092149126
EIF4G1	6	-0.35820022545427777	0.002161174411986033	0.008746482820106625
ERI3	6	-0.3581702773458279	0.002163162850130928	0.008746482820106625
TRAP1	2	0.35814361776606823	0.006724379505505156	0.03164413884943603
SF3A1	4	-0.35811241836028057	4.5673105761789986e-4	0.002468873412837772
SCG3	6	-0.3580898022532271	0.00216851421179022	0.008746482820106625
ATXN2	5	-0.3580241493022594	0.003964331563778605	0.008031012479461993
LARP7	6	-0.35800966678717094	0.0021738547793092363	0.008746482820106625
DAP3	5	-0.3578900901589444	0.0039788995473737975	0.008046674857833263
NUSAP1	2	0.35780661075335213	0.006780008557861507	0.03178129011497581
DDX28	4	-0.3576746357691714	4.646728628739715e-4	0.0024890057131690515
TRIM56	4	-0.35767319124282854	4.6469927637171556e-4	0.0024890057131690515
C11orf68	9	-0.35762298601303427	0.0012135431457409173	0.03802724150870562
CNN3	5	-0.3575600751984629	0.004014963843993248	0.008105681722778823
